CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
13313,29,32,1-29-2019-032-09,9,2,4T1BG22K6XU4,1999,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,1999,PASSENGER CAR,MCV20L/SXV20L,,,,Sedan/Saloon,4,5S-FE,2164,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:02.437,1088,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,,4,,Gasoline,,,In-Line,96.94,130.00,138.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T1BG22K*XU******,,305.71379319727,2,4
13310,26,32,1-26-2019-032-10,10,2,4T4BE46K58R0,2008,4T4,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2008,PASSENGER CAR,ACV40L/GSV40L/AHV40L,,,,Sedan/Saloon,4,2AZ-FE,2362,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:10.077,1091,"Subaru of Indiana Automobile, inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,Toyota,,4,Water,Gasoline,,,In-Line,117.82,158.00,170.00,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T4BE46K*8R******,Direct,8145.36716582854,10,4
13279,77,30,1-77-2019-030-04,4,5,4T4BF1FK5DR3,2013,4T4,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2013,PASSENGER CAR,ASV50L/GSV50L/AVV50L,,,,Sedan/Saloon,4,2AR-FE,2500.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:11.060,1091,"Subaru of Indiana Automobile, Inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,132.73,178.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T4BF1FK*DR******,Direct,3196.07554049292,9,4
13457,18,19,1-18-2019-019-03,3,2,4T4BF3EK9AR0,2010,4T4,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2010,PASSENGER CAR,ASV40L/GSV40L/AHV40L,Base,,,Sedan/Saloon,4,2AR-FE,2500.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:12.937,1091,"SUBARU of Indiana Automobile, Inc.",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4T4BF3EK*AR******,Direct,93.2438271751823,6,4
13400,21,34,1-21-2019-034-02,2,2,4V4NC9EHXHN9,2017,4V4,"VOLVO GROUP NORTH AMERICA, LLC",Volvo (Truck / Bus),,VOLVO TRUCK,VNL,2017,TRUCK,,,,,Truck-Tractor,,D13,12800.0,,DUBLIN,VIRGINIA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:19.810,1015,Volvo Truck North America,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,6x4,,,Air,,,,,,,Volvo,,6,,Diesel,,,In-Line,316.92,425.00,474.00,,,,,,,,,,,,0,Not Applicable,MDHD: Conventional,Not Applicable,Not Applicable,4V4NC9EH*HN******,,32.7360487870005,11,4
13409,11,34,1-11-2019-034-03,3,1,5FNRL5H43GB1,2016,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Odyssey,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),EX,,,,Minivan,5,J35Z8,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:35.513,989,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,6,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,208.80,280.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNRL5H4*GB******,Direct,485.991284092334,8,4
13507,19,23,1-19-2019-023-06,6,1,5FNRL5H65EB0,2014,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Odyssey,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),EXL/EXL-NAVI/EXL-RES,,,,Minivan,5,J35Z8,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:39.403,989,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,6,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,184.93,248.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNRL5H6*EB******,Direct,771.702172842247,9,4
13420,12,23,1-12-2019-023-03,3,3,5FNYF18425B0,2005,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),EX,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35A6,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:44.513,989,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,190.15,255.00,,Single Overhead Cam (SOHC),,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF184*5B******,,275.6417920954,9,4
13453,29,40,1-29-2019-040-04,4,1,5FNYF4H27FB0,2015,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),LX,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35Z4,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:49.200,989,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,186.43,250.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF4H2*FB******,Direct,194.615364697559,2,4
13383,26,36,1-26-2019-036-04,4,2,5FNYF4H49BB0,2011,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35Z4,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:49.810,989,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,186.43,250.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF4H4*BB******,Direct,1073.44034937664,10,4
13480,11,41,1-11-2019-041-05,5,2,5FNYF4H4XDB0,2013,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),EX,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35Z4,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:20:50.043,989,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,8,,5,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,186.43,250.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF4H4*DB******,Direct,85.3470688507436,8,4
13415,77,34,1-77-2019-034-04,4,1,5FNYF6H89HB0,2017,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),EXL-R,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,J35Y6,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),Optional,Standard,Optional,Optional,Standard,,Standard,Optional,Standard,,,,22OCT2020:13:20:56.793,989,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,111.00,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,8,3,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,6,,Gasoline,,,V-Shaped,208.80,280.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,5FNYF6H8*HB******,Direct,7329.65149081085,9,4
13284,24,33,1-24-2019-033-07,7,1,5GALVCED8AJ1,2010,5GA,GENERAL MOTORS LLC,GM,,BUICK,Enclave,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),2CXL,1/2 Ton,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LLT,3600.0,,LANSING,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:22:19.873,984,Lansing Delta Township,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,GM,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,5GALVCED*AJ******,Direct,1513.38873569962,1,4
13250,17,33,1-17-2019-033-05,5,1,5J6RE4H58AL0,2010,5J6,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,CR-V,2010,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,K24Z6,2359.737216,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:22:40.170,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,4,,Gasoline,,,In-Line,134.23,180.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5J6RE4H5*AL******,Direct,63.6790843284297,4,4
13442,26,40,1-26-2019-040-07,7,3,5J6YH28665L0,2005,5J6,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Element,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,K24A4,2359.737216,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,Standard,,,,,,,,22OCT2020:13:22:53.230,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,6,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,119.31,160.00,,Dual Overhead Cam (DOHC),,,Manual,,,,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,5J6YH286*5L******,,1966.18026000264,10,4
13361,66,22,1-66-2019-022-10,10,2,5J6YH28796L0,2006,5J6,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Element,2006,MULTIPURPOSE PASSENGER VEHICLE (MPV),,EX-P,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,K24A4,2359.737216,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:22:53.780,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,4,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,116.33,156.00,,Dual Overhead Cam (DOHC),,,Manual,,,,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,5J6YH287*6L******,,192.358934979935,6,4
13516,29,42,1-29-2019-042-05,5,2,5N1AR18BX8C6,2008,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pathfinder,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Wagon,4,,4000,,,TENNESSEE,UNITED STATES (USA),,,,,Standard,,,,,,,,22OCT2020:13:23:07.887,997,Smyrna Plant,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,5N1AR18B*8C******,Direct,17.3618036065382,2,4
13444,15,28,1-15-2019-028-06,6,2,5N1AR2MM8EC6,2014,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pathfinder,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,3500.0,,,TENNESSEE,UNITED STATES (USA),,,,,Standard,,,,,,,,22OCT2020:13:23:11.310,997,Smyrna Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5N1AR2MM*EC******,Direct,461.873145562812,1,4
13351,24,38,1-24-2019-038-02,2,1,5N1AZ2MH2HN1,2017,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Murano,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,3500.0,,CANTON,MISSISSIPPI,UNITED STATES (USA),,,,,Standard,,,,,,,,22OCT2020:13:23:19.230,997,Nissan North America Inc.,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,5N1AZ2MH*HN******,Direct,57.6076865340657,1,4
13392,33,34,1-33-2019-034-10,10,1,5N1ED28Y01C5,2001,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Xterra,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Wagon,4,,3300.0,,,,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:22.607,997,USA Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,5N1ED28Y*1C******,,1115.85516078409,12,4
13309,27,17,1-27-2019-017-03,3,2,5NPD84LFXJH2,2018,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Elantra,2018,PASSENGER CAR,SEL / Value Edition / Limited,"SE Popular Pkg, SE Tech pkg, Limited",,,Sedan/Saloon,4,MPI NU,2000,Automatic,MONTGOMERY,ALABAMA,UNITED STATES (USA),,Standard,,,Standard,,Standard,,Standard,,,,22OCT2020:13:23:32.827,1034,Hyundai Motor Manufacturing Alabama LLC (HMMA),,,,,106.30,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,,6,,2,,,,,,,,,HMC,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,109.62,147.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPD84LF*JH******,Direct,75.8136367067027,3,4
13481,77,37,1-77-2019-037-06,6,2,5NPDH4AE4GH7,2016,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Elantra,2016,PASSENGER CAR,SE / Value Edition/ Limited,,,,Sedan/Saloon,4,DOHC MPI NU,1800.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:35.873,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPDH4AE*GH******,Direct,878.104685809995,9,4
13426,27,22,1-27-2019-022-03,3,1,5NPDH4AEXFH5,2015,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Elantra,2015,PASSENGER CAR,GLS(Middle),,UD,,Sedan/Saloon,4,DOHC MPI NU,1800.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:38.293,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPDH4AE*FH******,Direct,95.3178813036127,3,4
13322,33,31,1-33-2019-031-02,2,1,5NPE24AF3JH6,2018,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2018,PASSENGER CAR,"SE, Eco",,,,Sedan/Saloon,4,GDI THETA-II,2400.0,,MONTGOMERY,ALABAMA,UNITED STATES (USA),,Standard,,,Standard,,Standard,,Standard,,,,22OCT2020:13:23:40.217,1034,Hyundai Motor Manufacturing (HMMA),,,,3247,110.40,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,,,,,,,,,,,,,HMC,,4,,Gasoline,,,,139.45,187.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPE24AF*JH******,Direct,25.4932820669878,12,4
13420,12,23,1-12-2019-023-03,3,2,5NPE24AF5FH0,2015,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2015,PASSENGER CAR,"SE, ECO",,LFa,,Sedan/Saloon,4,DOHC GDI THETA-II,2400.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:40.747,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPE24AF*FH******,Direct,275.6417920954,9,4
13299,14,16,1-14-2019-016-03,3,2,5NPE34AF8HH5,2017,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2017,PASSENGER CAR,"Sport, Limited, SPort 2.0T, Limited 2.0T",,,,Sedan/Saloon,4,,2400.0,,MONTGOMERY,ALABAMA,UNITED STATES (USA),,Standard,,,Standard,,,,Standard,,,,22OCT2020:13:23:44.920,1034,Hyundai Motor Manufacturing (HMMA),,,,,110.40,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,,,,,,,,HMC,,4,,Gasoline,,,,139.45,187.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPE34AF*HH******,Direct,839.933700654909,8,4
13504,27,23,1-27-2019-023-07,7,2,5NPEB4AC2CH5,2012,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2012,PASSENGER CAR,Middle-low level,,YFA,,Sedan/Saloon,4,DOHC GDI,2400.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:46.450,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPEB4AC*CH******,Direct,130.479437500867,3,4
13415,77,34,1-77-2019-034-04,4,2,5NPEB4AC4CH4,2012,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2012,PASSENGER CAR,Middle-low level,,YFA,,Sedan/Saloon,4,DOHC GDI,2400.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:47.060,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPEB4AC*CH******,Direct,7329.65149081085,9,4
13377,19,20,1-19-2019-020-06,6,1,5NPEB4AC9EH8,2014,5NP,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Sonata,2014,PASSENGER CAR,GLS/ GLS Popular,,YFA,,Sedan/Saloon,4,GAMMA,1600.0,,,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:23:49.247,1034,Hyundai Motor Manufacturing Alabama,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,Gasoline,,Multipoint Fuel Injection (MPFI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,5NPEB4AC*EH******,Direct,482.819789614677,9,4
